K,seed,germ_band_push,noise_scale,dt,t_final,folder_name
7e-05,1222,0.2,1e-05,1e-05,1000.0,K_7e-05_seed_1222_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,1223,0.25,1e-05,1e-05,1000.0,K_7e-05_seed_1223_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,1224,0.3,1e-05,1e-05,1000.0,K_7e-05_seed_1224_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,1225,0.35,1e-05,1e-05,1000.0,K_7e-05_seed_1225_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,1226,0.4,1e-05,1e-05,1000.0,K_7e-05_seed_1226_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,1227,0.05,1e-05,1e-05,1000.0,K_9e-05_seed_1227_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,1228,0.0,1e-05,1e-05,1000.0,K_9e-05_seed_1228_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1229,0.25,1e-05,1e-05,1000.0,K_6e-05_seed_1229_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1230,0.2,1e-05,1e-05,1000.0,K_6e-05_seed_1230_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1231,0.15,1e-05,1e-05,1000.0,K_6e-05_seed_1231_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1232,0.1,1e-05,1e-05,1000.0,K_6e-05_seed_1232_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1233,0.05,1e-05,1e-05,1000.0,K_6e-05_seed_1233_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,1234,0.25,1e-05,1e-05,1000.0,K_9e-05_seed_1234_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,1235,0.3,1e-05,1e-05,1000.0,K_9e-05_seed_1235_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1236,0.05,1e-05,1e-05,1000.0,K_0.00013_seed_1236_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1237,0.0,1e-05,1e-05,1000.0,K_0.0001_seed_1237_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1238,0.1,1e-05,1e-05,1000.0,K_0.0001_seed_1238_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1239,0.15,1e-05,1e-05,1000.0,K_0.0001_seed_1239_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1240,0.2,1e-05,1e-05,1000.0,K_0.0001_seed_1240_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1241,0.25,1e-05,1e-05,1000.0,K_0.0001_seed_1241_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1242,0.3,1e-05,1e-05,1000.0,K_0.0001_seed_1242_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1243,0.35,1e-05,1e-05,1000.0,K_0.0001_seed_1243_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1244,0.4,1e-05,1e-05,1000.0,K_0.0001_seed_1244_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1245,0.4,1e-05,1e-05,1000.0,K_0.00013_seed_1245_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1246,0.35,1e-05,1e-05,1000.0,K_0.00013_seed_1246_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1247,0.3,1e-05,1e-05,1000.0,K_0.00013_seed_1247_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1248,0.4,1e-05,1e-05,1000.0,K_6e-05_seed_1248_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1249,0.35,1e-05,1e-05,1000.0,K_6e-05_seed_1249_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1250,0.3,1e-05,1e-05,1000.0,K_6e-05_seed_1250_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,1251,0.4,1e-05,1e-05,1000.0,K_9e-05_seed_1251_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,1252,0.35,1e-05,1e-05,1000.0,K_9e-05_seed_1252_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1253,0.25,1e-05,1e-05,1000.0,K_0.00013_seed_1253_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1254,0.2,1e-05,1e-05,1000.0,K_0.00013_seed_1254_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1255,0.15,1e-05,1e-05,1000.0,K_0.00013_seed_1255_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1256,0.1,1e-05,1e-05,1000.0,K_0.00013_seed_1256_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1257,0.0,1e-05,1e-05,1000.0,K_0.00013_seed_1257_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1258,0.0,1e-05,1e-05,1000.0,K_6e-05_seed_1258_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,1259,0.05,1e-05,1e-05,1000.0,K_7e-05_seed_1259_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1260,0.0,1e-05,1e-05,1000.0,K_0.00014_seed_1260_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1261,0.3,1e-05,1e-05,1000.0,K_0.00012_seed_1261_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1262,0.25,1e-05,1e-05,1000.0,K_0.00012_seed_1262_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1263,0.15,1e-05,1e-05,1000.0,K_0.00012_seed_1263_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1264,0.1,1e-05,1e-05,1000.0,K_0.00012_seed_1264_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1265,0.05,1e-05,1e-05,1000.0,K_0.00012_seed_1265_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1266,0.0,1e-05,1e-05,1000.0,K_0.00012_seed_1266_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1267,0.4,1e-05,1e-05,1000.0,K_0.00014_seed_1267_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1268,0.4,1e-05,1e-05,1000.0,K_8e-05_seed_1268_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1269,0.35,1e-05,1e-05,1000.0,K_8e-05_seed_1269_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1270,0.3,1e-05,1e-05,1000.0,K_8e-05_seed_1270_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1271,0.25,1e-05,1e-05,1000.0,K_8e-05_seed_1271_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1272,0.2,1e-05,1e-05,1000.0,K_8e-05_seed_1272_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1273,0.15,1e-05,1e-05,1000.0,K_8e-05_seed_1273_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1274,0.1,1e-05,1e-05,1000.0,K_8e-05_seed_1274_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1275,0.05,1e-05,1e-05,1000.0,K_8e-05_seed_1275_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1276,0.0,1e-05,1e-05,1000.0,K_8e-05_seed_1276_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1277,0.35,1e-05,1e-05,1000.0,K_0.00014_seed_1277_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1278,0.3,1e-05,1e-05,1000.0,K_0.00014_seed_1278_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1279,0.25,1e-05,1e-05,1000.0,K_0.00014_seed_1279_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1280,0.2,1e-05,1e-05,1000.0,K_0.00014_seed_1280_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1281,0.15,1e-05,1e-05,1000.0,K_0.00014_seed_1281_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1282,0.1,1e-05,1e-05,1000.0,K_0.00014_seed_1282_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1283,0.05,1e-05,1e-05,1000.0,K_0.00014_seed_1283_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1284,0.35,1e-05,1e-05,1000.0,K_0.00012_seed_1284_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1285,0.4,1e-05,1e-05,1000.0,K_0.00012_seed_1285_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1286,0.2,1e-05,1e-05,1000.0,K_0.00012_seed_1286_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1287,0.0,1e-05,1e-05,1000.0,K_0.00011_seed_1287_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1288,0.1,1e-05,1e-05,1000.0,K_0.00011_seed_1288_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1289,0.15,1e-05,1e-05,1000.0,K_0.00011_seed_1289_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1290,0.2,1e-05,1e-05,1000.0,K_0.00011_seed_1290_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1291,0.25,1e-05,1e-05,1000.0,K_0.00011_seed_1291_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1292,0.3,1e-05,1e-05,1000.0,K_0.00011_seed_1292_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1293,0.05,1e-05,1e-05,1000.0,K_0.00011_seed_1293_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1294,0.4,1e-05,1e-05,1000.0,K_0.00011_seed_1294_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1295,0.35,1e-05,1e-05,1000.0,K_0.00011_seed_1295_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1296,0.0,1e-05,1e-05,1000.0,K_8e-05_seed_1296_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1297,0.0,1e-05,1e-05,1000.0,K_0.00013_seed_1297_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1298,0.05,1e-05,1e-05,1000.0,K_0.00013_seed_1298_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1299,0.1,1e-05,1e-05,1000.0,K_0.00013_seed_1299_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1300,0.15,1e-05,1e-05,1000.0,K_0.00013_seed_1300_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1301,0.2,1e-05,1e-05,1000.0,K_0.00013_seed_1301_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1302,0.1,1e-05,1e-05,1000.0,K_8e-05_seed_1302_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1303,0.25,1e-05,1e-05,1000.0,K_0.00013_seed_1303_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1304,0.4,1e-05,1e-05,1000.0,K_0.00011_seed_1304_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,1305,0.05,1e-05,1e-05,1000.0,K_9e-05_seed_1305_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1306,0.25,1e-05,1e-05,1000.0,K_0.0001_seed_1306_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1307,0.2,1e-05,1e-05,1000.0,K_0.0001_seed_1307_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1308,0.15,1e-05,1e-05,1000.0,K_0.0001_seed_1308_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1309,0.1,1e-05,1e-05,1000.0,K_0.0001_seed_1309_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1310,0.05,1e-05,1e-05,1000.0,K_0.0001_seed_1310_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1311,0.0,1e-05,1e-05,1000.0,K_0.0001_seed_1311_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,1312,0.0,1e-05,1e-05,1000.0,K_9e-05_seed_1312_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,1313,0.4,1e-05,1e-05,1000.0,K_9e-05_seed_1313_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,1314,0.3,1e-05,1e-05,1000.0,K_9e-05_seed_1314_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,1315,0.25,1e-05,1e-05,1000.0,K_9e-05_seed_1315_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,1316,0.2,1e-05,1e-05,1000.0,K_9e-05_seed_1316_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,1317,0.15,1e-05,1e-05,1000.0,K_9e-05_seed_1317_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,1318,0.1,1e-05,1e-05,1000.0,K_9e-05_seed_1318_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1319,0.4,1e-05,1e-05,1000.0,K_0.00014_seed_1319_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,1320,0.35,1e-05,1e-05,1000.0,K_9e-05_seed_1320_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1321,0.3,1e-05,1e-05,1000.0,K_0.00013_seed_1321_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1322,0.4,1e-05,1e-05,1000.0,K_0.00013_seed_1322_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1323,0.35,1e-05,1e-05,1000.0,K_0.00011_seed_1323_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1324,0.35,1e-05,1e-05,1000.0,K_0.00014_seed_1324_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1325,0.3,1e-05,1e-05,1000.0,K_0.00014_seed_1325_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1326,0.25,1e-05,1e-05,1000.0,K_0.00014_seed_1326_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1327,0.2,1e-05,1e-05,1000.0,K_0.00014_seed_1327_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1328,0.15,1e-05,1e-05,1000.0,K_0.00014_seed_1328_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1329,0.1,1e-05,1e-05,1000.0,K_0.00014_seed_1329_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1330,0.0,1e-05,1e-05,1000.0,K_6e-05_seed_1330_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1331,0.05,1e-05,1e-05,1000.0,K_6e-05_seed_1331_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1332,0.1,1e-05,1e-05,1000.0,K_6e-05_seed_1332_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1333,0.15,1e-05,1e-05,1000.0,K_6e-05_seed_1333_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1334,0.2,1e-05,1e-05,1000.0,K_6e-05_seed_1334_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1335,0.25,1e-05,1e-05,1000.0,K_6e-05_seed_1335_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1336,0.3,1e-05,1e-05,1000.0,K_6e-05_seed_1336_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1337,0.35,1e-05,1e-05,1000.0,K_6e-05_seed_1337_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1338,0.4,1e-05,1e-05,1000.0,K_6e-05_seed_1338_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1339,0.05,1e-05,1e-05,1000.0,K_0.00014_seed_1339_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1340,0.3,1e-05,1e-05,1000.0,K_0.00011_seed_1340_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1341,0.15,1e-05,1e-05,1000.0,K_8e-05_seed_1341_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1342,0.2,1e-05,1e-05,1000.0,K_8e-05_seed_1342_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1343,0.25,1e-05,1e-05,1000.0,K_8e-05_seed_1343_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1344,0.3,1e-05,1e-05,1000.0,K_8e-05_seed_1344_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1345,0.35,1e-05,1e-05,1000.0,K_8e-05_seed_1345_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1346,0.4,1e-05,1e-05,1000.0,K_8e-05_seed_1346_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,1347,0.35,1e-05,1e-05,1000.0,K_0.00013_seed_1347_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1348,0.0,1e-05,1e-05,1000.0,K_0.00014_seed_1348_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1349,0.05,1e-05,1e-05,1000.0,K_0.00011_seed_1349_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1350,0.1,1e-05,1e-05,1000.0,K_0.00011_seed_1350_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1351,0.3,1e-05,1e-05,1000.0,K_0.0001_seed_1351_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1352,0.15,1e-05,1e-05,1000.0,K_0.00011_seed_1352_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1353,0.2,1e-05,1e-05,1000.0,K_0.00011_seed_1353_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1354,0.25,1e-05,1e-05,1000.0,K_0.00011_seed_1354_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,1355,0.0,1e-05,1e-05,1000.0,K_0.00011_seed_1355_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1356,0.35,1e-05,1e-05,1000.0,K_0.0001_seed_1356_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,1357,0.05,1e-05,1e-05,1000.0,K_8e-05_seed_1357_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,1358,0.35,1e-05,1e-05,1000.0,K_7e-05_seed_1358_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,1359,0.3,1e-05,1e-05,1000.0,K_7e-05_seed_1359_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,1360,0.15,1e-05,1e-05,1000.0,K_7e-05_seed_1360_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,1361,0.4,1e-05,1e-05,1000.0,K_7e-05_seed_1361_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1362,0.1,1e-05,1e-05,1000.0,K_0.00012_seed_1362_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1363,0.05,1e-05,1e-05,1000.0,K_0.00012_seed_1363_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,1364,0.1,1e-05,1e-05,1000.0,K_7e-05_seed_1364_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,1365,0.05,1e-05,1e-05,1000.0,K_7e-05_seed_1365_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,1366,0.0,1e-05,1e-05,1000.0,K_7e-05_seed_1366_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1367,0.15,1e-05,1e-05,1000.0,K_0.00012_seed_1367_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,1368,0.25,1e-05,1e-05,1000.0,K_7e-05_seed_1368_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1369,0.2,1e-05,1e-05,1000.0,K_0.00012_seed_1369_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1370,0.4,1e-05,1e-05,1000.0,K_0.0001_seed_1370_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1371,0.3,1e-05,1e-05,1000.0,K_0.00012_seed_1371_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1372,0.35,1e-05,1e-05,1000.0,K_0.00012_seed_1372_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1373,0.0,1e-05,1e-05,1000.0,K_0.00012_seed_1373_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1374,0.4,1e-05,1e-05,1000.0,K_0.00012_seed_1374_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1375,0.25,1e-05,1e-05,1000.0,K_0.00012_seed_1375_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,1376,0.2,1e-05,1e-05,1000.0,K_7e-05_seed_1376_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1377,0.0,1e-05,1e-05,1000.0,K_0.00012_seed_1377_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1378,0.05,1e-05,1e-05,1000.0,K_0.00012_seed_1378_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1379,0.1,1e-05,1e-05,1000.0,K_0.00012_seed_1379_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1380,0.15,1e-05,1e-05,1000.0,K_0.00012_seed_1380_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,1381,0.0,1e-05,1e-05,1000.0,K_0.0001_seed_1381_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1382,0.0,1e-05,1e-05,1000.0,K_6e-05_seed_1382_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1383,0.05,1e-05,1e-05,1000.0,K_6e-05_seed_1383_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1384,0.1,1e-05,1e-05,1000.0,K_6e-05_seed_1384_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1385,0.15,1e-05,1e-05,1000.0,K_6e-05_seed_1385_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1386,0.2,1e-05,1e-05,1000.0,K_6e-05_seed_1386_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1387,0.25,1e-05,1e-05,1000.0,K_6e-05_seed_1387_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1388,0.35,1e-05,1e-05,1000.0,K_6e-05_seed_1388_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,1389,0.4,1e-05,1e-05,1000.0,K_6e-05_seed_1389_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1390,0.35,1e-05,1e-05,1000.0,K_0.00014_seed_1390_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1391,0.3,1e-05,1e-05,1000.0,K_0.00014_seed_1391_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1392,0.25,1e-05,1e-05,1000.0,K_0.00014_seed_1392_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1393,0.2,1e-05,1e-05,1000.0,K_0.00014_seed_1393_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,1394,0.15,1e-05,1e-05,1000.0,K_0.00014_seed_1394_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,1395,0.2,1e-05,1e-05,1000.0,K_0.00012_seed_1395_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
