K,int_curvature_CF,seed,germ_band_push,noise_scale,dt,t_final,add_MD_bool,add_CF_bool,CF_position,t_CF,path,t_at_final,nb_folds_at_final,avg_depth_at_final,max_depth_at_final,CF_area_of_influence_ref_at_final,CF_area_of_influence_current_at_final,t_at_maxBendEnergy,nb_folds_at_maxBendEnergy,avg_depth_at_maxBendEnergy,max_depth_at_maxBendEnergy,CF_area_of_influence_ref_at_maxBendEnergy,CF_area_of_influence_current_at_maxBendEnergy
0.0001,7.5,224,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_224_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12165078109382906,0.39136040775164493,0.0,0.0,5.9999999999420215,1,0.021264486790805878,0.19434302657797406,0.3682098015306375,0.38234539542350937
0.0001,7.5,225,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_225_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.14873044518646403,0.34860767333193793,0.0,0.0,150.00000003641253,2,0.15144250828957304,0.39240568577276275,0.0,0.0
0.0001,0.5,226,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_226_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.07806130330151989,0.2620624972084285,1.150655629783242,1.1597637382079073,389.9999997317409,1,0.07731346356178666,0.2600936347644404,1.1276425171875772,1.13440626586415
0.0001,2.0,227,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_227_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.1741877586611446,0.3974902731236349,2.002140795822841,2.0610318897612245,395.9999997165924,1,0.17419643295359966,0.3930785798676302,1.9791276832271762,2.0353159185955336
0.0001,7.5,228,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_228_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.14898038461755822,0.3437706230704147,0.0,0.0,144.00000003450805,2,0.15059938267398343,0.3942833348109624,0.0,0.0
0.0001,2.0,229,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_229_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.09279490894613655,0.3352336585677249,0.0,0.0,5.9999999999420215,1,0.020255192231679243,0.1926549747716642,0.3682098015306375,0.36762529554113044
0.0001,5.0,230,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_230_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12057472698571113,0.3905352988945745,0.0,0.0,5.9999999999420215,1,0.01716130217930409,0.16842986084147177,0.32218357633930783,0.32730744412348134
0.0001,5.0,231,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_231_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.1508889639323766,0.3545147780442843,0.0,0.0,222.0000000592663,2,0.15086906447084522,0.3876052387637312,0.0,0.0
0.0001,7.5,232,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_232_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12198893938090562,0.38703577342872447,0.0,0.0,5.9999999999420215,1,0.021203684341250292,0.19503753284362862,0.3682098015306375,0.3823138223565041
0.0001,2.0,233,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_233_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12023733111337315,0.3876822217909795,0.0,0.0,11.999999999714875,1,0.021740800180441222,0.19137198389314936,0.3682098015306375,0.3681149395010907
0.0001,2.0,234,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_234_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.17291727127872666,0.3936091093021596,2.002140795822841,2.0668144259835435,399.9999997064933,1,0.17291727127872666,0.3936091093021596,2.002140795822841,2.0668144259835435
0.0001,0.5,235,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_235_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.0939373651483286,0.33107155180710907,1.2887343053572313,1.292783734609503,5.9999999999420215,1,0.0126964952298443,0.14965544949772472,0.2761573511479781,0.2663076632317599
0.0001,0.5,236,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_236_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.10936841020052396,0.3682859362152197,1.1966818549745715,1.20475764629437,23.999999999260588,1,0.02656165123120717,0.2101476837255392,0.43724913931763204,0.4280050407128166
0.0001,0.5,237,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_237_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.07721843986447655,0.25962712363032986,1.1046294045919125,1.108829021713756,311.99999992867197,1,0.06553953961337639,0.23361117893817274,1.012576954209253,1.0194772007828146
0.0001,5.0,238,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_238_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.10207816403116408,0.3566582488061086,0.0,0.0,5.9999999999420215,1,0.025468895222901668,0.22298253809061283,0.4142360267219672,0.4268349819648187
0.0001,7.5,239,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_239_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.10451276537554882,0.35676264098325,0.0,0.0,5.9999999999420215,1,0.0288840953244177,0.24069718545946306,0.4602622519132969,0.4754764871229743
